데이터프레임,train_test_split(Y/R),t-test(Y/N),변수선택법,VIF(Y/N),sampling 방식,적용모델,선택된 변수,혼동행렬,Accuracy,Precision,Recall,F1-score,hyperparameter 변경
diff_df,Y,t_Y,forward,v_N,SMOTE,svm,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_기업순이익률', 'growth_rate_총자본순이익률']","[[2922  127]
 [  33    4]]",0.948,0.031,0.108,0.048,none
diff_df,Y,t_Y,forward,v_N,SMOTE,dt,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_기업순이익률', 'growth_rate_총자본순이익률']","[[2885  164]
 [  29    8]]",0.937,0.047,0.21600000000000005,0.077,none
diff_df,Y,t_Y,forward,v_N,SMOTE,pr,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_기업순이익률', 'growth_rate_총자본순이익률']","[[2546  503]
 [  13   24]]",0.833,0.046,0.649,0.085,none
diff_df,Y,t_Y,forward,v_N,SMOTE,rf,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_기업순이익률', 'growth_rate_총자본순이익률']","[[3001   48]
 [  28    9]]",0.975,0.158,0.243,0.191,none
diff_df,Y,t_Y,forward,v_N,None,lg,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_기업순이익률', 'growth_rate_총자본순이익률']","[[1564 1485]
 [  20   17]]",0.512,0.011,0.459,0.022,none
diff_df,Y,t_Y,forward,v_N,None,sgd,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_기업순이익률', 'growth_rate_총자본순이익률']","[[1814 1235]
 [  20   17]]",0.593,0.013999999999999999,0.45899999999999996,0.026000000000000002,none
diff_df,Y,t_Y,forward,v_N,None,knn,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_기업순이익률', 'growth_rate_총자본순이익률']","[[3049    0]
 [  37    0]]",0.988,0.0,0.0,0.0,none
diff_df,Y,t_Y,forward,v_N,None,svm,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_기업순이익률', 'growth_rate_총자본순이익률']","[[3049    0]
 [  37    0]]",0.988,0.0,0.0,0.0,none
diff_df,Y,t_Y,forward,v_N,None,dt,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_기업순이익률', 'growth_rate_총자본순이익률']","[[3026   23]
 [  37    0]]",0.981,0.0,0.0,0.0,none
diff_df,Y,t_Y,forward,v_N,None,pr,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_기업순이익률', 'growth_rate_총자본순이익률']","[[3049    0]
 [  37    0]]",0.988,0.0,0.0,0.0,none
diff_df,Y,t_Y,forward,v_N,None,rf,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)', 'growth_rate_기업순이익률', 'growth_rate_총자본순이익률']","[[3049    0]
 [  37    0]]",0.988,0.0,0.0,0.0,none
diff_df,Y,t_Y,forward,v_Y,RUSE,lg,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)']","[[1387 1662]
 [  14   23]]",0.457,0.013999999999999999,0.622,0.027000000000000003,none
diff_df,Y,t_Y,forward,v_Y,RUSE,sgd,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)']","[[1355 1694]
 [  14   23]]",0.447,0.013,0.622,0.026,none
diff_df,Y,t_Y,forward,v_Y,RUSE,knn,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)']","[[2454  595]
 [  13   24]]",0.8029999999999999,0.039,0.649,0.073,none
diff_df,Y,t_Y,forward,v_Y,RUSE,svm,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)']","[[2990   59]
 [  33    4]]",0.97,0.063,0.108,0.08,none
diff_df,Y,t_Y,forward,v_Y,RUSE,dt,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)']","[[2286  763]
 [  11   26]]",0.7490000000000001,0.033,0.703,0.063,none
diff_df,Y,t_Y,forward,v_Y,RUSE,pr,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)']","[[2436  613]
 [   9   28]]",0.7979999999999999,0.044,0.757,0.083,none
diff_df,Y,t_Y,forward,v_Y,RUSE,rf,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)']","[[2518  531]
 [  10   27]]",0.825,0.048,0.73,0.091,none
diff_df,Y,t_Y,forward,v_Y,ROSE,lg,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)']","[[1382 1667]
 [  14   23]]",0.455,0.014,0.622,0.027000000000000003,none
diff_df,Y,t_Y,forward,v_Y,ROSE,sgd,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)']","[[1518 1531]
 [  22   15]]",0.4970000000000001,0.01,0.405,0.019,none
diff_df,Y,t_Y,forward,v_Y,ROSE,knn,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)']","[[2989   60]
 [  33    4]]",0.97,0.062,0.108,0.079,none
diff_df,Y,t_Y,forward,v_Y,ROSE,svm,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)']","[[2950   99]
 [  34    3]]",0.9570000000000001,0.028999999999999998,0.081,0.043,none
diff_df,Y,t_Y,forward,v_Y,ROSE,dt,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)']","[[3026   23]
 [  35    2]]",0.981,0.08,0.054000000000000006,0.065,none
diff_df,Y,t_Y,forward,v_Y,ROSE,pr,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)']","[[2326  723]
 [   9   28]]",0.763,0.037000000000000005,0.757,0.071,none
diff_df,Y,t_Y,forward,v_Y,ROSE,rf,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)']","[[3049    0]
 [  37    0]]",0.988,0.0,0.0,0.0,none
diff_df,Y,t_Y,forward,v_Y,SMOTE,lg,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)']","[[1367 1682]
 [  14   23]]",0.45,0.013000000000000001,0.622,0.026000000000000002,none
diff_df,Y,t_Y,forward,v_Y,SMOTE,sgd,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)']","[[1543 1506]
 [  11   26]]",0.508,0.017,0.703,0.033,none
diff_df,Y,t_Y,forward,v_Y,SMOTE,knn,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)']","[[2678  371]
 [  20   17]]",0.873,0.044000000000000004,0.45899999999999996,0.08,none
diff_df,Y,t_Y,forward,v_Y,SMOTE,svm,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)']","[[2913  136]
 [  32    5]]",0.946,0.035,0.135,0.056,none
diff_df,Y,t_Y,forward,v_Y,SMOTE,dt,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)']","[[2902  147]
 [  30    7]]",0.943,0.045,0.18899999999999997,0.073,none
diff_df,Y,t_Y,forward,v_Y,SMOTE,pr,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)']","[[2546  503]
 [  14   23]]",0.8320000000000001,0.044,0.622,0.08199999999999999,none
diff_df,Y,t_Y,forward,v_Y,SMOTE,rf,"['growth_rate_자기자본순이익률', 'growth_rate_CASH FLOW 대 총자본비율', 'growth_rate_유보액대비율', 'growth_rate_CASH FLOW 대 차입금비율', 'growth_rate_수지비율', 'growth_rate_사내유보 대 자기자본비율', 'growth_rate_EV/EBITDA(배)', 'growth_rate_EBITDA(백만원)', 'growth_rate_순운전자본회전률', 'growth_rate_적립금비율(재정비율)']","[[3009   40]
 [  30    7]]",0.977,0.149,0.18899999999999997,0.16699999999999998,none
